"","Sserial","WtFactor","RSex","RAgeCat","eq_inc_quintiles","RClassGp","HEdQual3","Married","ChildHh","skipmeal","paptype","SMNews","PartyId2","Politics","SocTrust","Spend1","Dole","TaxSpend","MuchPov","Poverty1","Poverty2","NatFrEst","incdiffs","welfare2","leftrigh","libauth"
"2749",312749,0.453957523843225,2,7,4,2,3,3,2,1,1,8,1,3,-1,-1,3,2,1,2,1,3,2,2.875,2.8,3.83333333333333
"2750",312750,0.436625412335409,2,6,-1,5,1,2,2,-1,0,8,2,1,1,3,1,3,2,2,2,5,-1,1.5,1.6,3.33333333333333
"2751",312751,0.503412831434908,1,5,2,1,3,2,2,1,0,8,1,2,-1,-1,2,2,1,2,2,60,3,3.625,4,4.5
"2752",312752,0.514413266015447,2,7,1,1,3,2,2,1,0,3,6,9,-1,-1,6,3,2,1,1,60,3,1.875,3.2,4
"2753",312753,0.416567196057987,2,7,4,1,4,3,2,-1,4,8,4,1,-1,-1,2,3,1,2,2,25,-1,-1,-1,-1
"2754",312754,1.01392135372011,1,5,1,5,3,1,2,2,0,2,8,5,-1,-1,1,3,2,1,1,60,4,2.125,1,4.33333333333333
"2755",312755,0.590809003075169,2,2,1,5,3,4,1,-1,0,2,8,5,2,1,2,8,2,2,1,50,-1,2.875,3,3.66666666666667
"2756",312756,0.809684977526449,1,6,-1,4,2,1,2,1,0,8,3,3,-1,-1,3,3,2,1,1,10,2,3.125,2.6,3.83333333333333
"2757",312757,1.17206713679598,2,3,1,5,8,1,1,1,0,2,5,5,-1,-1,1,1,8,8,1,50,4,3,2.6,3.33333333333333
"2758",312758,0.857787168035528,2,3,-1,5,2,1,1,1,0,3,2,3,-1,-1,3,1,1,2,1,40,8,2.875,2.2,3
"2759",312759,0.976984588704283,2,6,2,5,3,1,2,1,0,5,2,4,-1,-1,3,3,2,2,1,30,1,3,1.6,3.66666666666667
"2760",312760,0.774752825832559,1,7,-1,1,2,1,2,1,0,7,2,1,-1,-1,1,3,2,9,1,10,2,1.5,2.4,2.16666666666667
"2761",312761,0.979655284463495,2,4,1,4,3,1,2,-1,0,2,5,5,2,3,3,3,2,2,1,50,-1,3,3.2,3.16666666666667
"2762",312762,1.21311826033152,2,4,2,5,4,4,1,-1,0,2,5,2,2,4,3,2,1,1,1,40,-1,3,2.66666666666667,9
"2763",312763,0.724265791960334,1,7,3,5,4,1,2,1,0,8,1,4,-1,-1,2,2,1,2,2,25,2,4.375,4.2,5
"2764",312764,0.734857658483751,2,7,-1,4,3,1,2,1,1,8,8,4,-1,-1,3,2,1,2,2,60,2,3.5,2.2,3.83333333333333
"2765",312765,1.20838961273841,1,6,-1,1,1,1,1,-1,0,8,3,1,2,11,3,3,8,8,8,10,-1,2.14285714285714,1.6,2
"2766",312766,0.980276804829944,2,2,1,5,4,4,1,6,0,4,2,5,-1,-1,1,3,1,2,1,90,8,1.875,3,3.33333333333333
"2767",312767,0.917323887028661,2,7,-1,1,3,1,2,-1,1,8,1,2,-1,-1,1,3,2,2,2,50,-1,-1,-1,-1
"2768",312768,1.02487688629725,2,7,3,4,4,1,2,-1,1,8,1,2,1,3,2,3,2,2,1,70,-1,2.875,3,3.66666666666667
"2769",312769,0.781045348707316,1,2,4,1,4,1,2,1,0,3,2,4,-1,-1,3,3,1,2,2,30,2,2.125,3,4.5
"2770",312770,1.22683472531614,2,2,1,5,4,1,1,-1,0,2,8,5,-1,-1,1,3,2,2,2,50,-1,-1,-1,-1
"2771",312771,0.914325681680964,1,7,-1,1,1,1,2,1,1,8,3,3,-1,-1,3,2,2,2,1,5,2,3.125,3.2,3.66666666666667
"2772",312772,0.61608255769009,2,7,-1,5,4,3,2,-1,0,8,2,2,2,3,8,4,1,2,1,85,-1,3,2,3.16666666666667
"2773",312773,0.581086498671329,2,6,1,5,2,2,2,-1,0,2,2,4,1,3,3,3,2,1,1,60,-1,2.125,2,3.33333333333333
"2774",312774,0.923165041244291,1,6,3,4,2,1,2,1,2,2,1,3,-1,-1,2,3,1,2,2,30,1,3.75,2,3.5
"2775",312775,0.637597446874896,2,2,2,1,4,1,1,-1,0,8,5,5,-1,-1,3,2,1,2,2,5,-1,-1,-1,-1
"2776",312776,0.855779278999645,1,7,5,1,2,1,2,-1,0,8,3,3,1,3,3,3,2,1,1,10,-1,2.25,1.8,4.33333333333333
"2777",312777,0.479118004521151,1,7,-1,3,4,2,2,8,0,8,5,5,-1,-1,3,3,8,2,1,998,9,2.875,2.8,3.5
"2778",312778,1.24173131260356,1,2,5,1,2,1,1,-1,0,2,2,2,-1,-1,1,3,2,2,1,35,-1,-1,-1,-1
"2779",312779,1.02149072516791,1,4,-1,1,2,1,2,1,0,3,5,4,-1,-1,2,1,2,1,2,50,1,3.25,3.8,3.83333333333333
"2780",312780,0.931798834306146,1,5,-1,1,8,1,2,-1,0,8,1,1,-1,-1,2,2,2,1,8,25,-1,-1,-1,-1
"2781",312781,2.36574409667523,1,1,3,1,1,4,2,-1,0,2,2,1,1,3,1,2,2,1,1,1,-1,1.375,1.6,2.5
"2782",312782,0.518151350073045,2,4,3,2,3,4,2,-1,0,2,2,4,2,1,2,3,2,1,1,40,-1,3,3,4.33333333333333
"2783",312783,0.846759446139775,2,1,1,5,4,4,1,-1,0,2,5,4,-1,-1,1,4,1,1,1,50,-1,-1,-1,-1
"2784",312784,0.562626058224582,2,7,2,1,1,2,2,-1,0,2,2,1,-1,-1,3,3,2,1,1,998,-1,-1,-1,-1
"2785",312785,1.01009210592539,2,4,-1,3,2,1,1,-1,0,1,5,3,2,9,1,3,1,1,1,40,-1,3.25,3,3.33333333333333
"2786",312786,1.11973470166069,2,7,-1,5,4,1,2,1,0,8,3,4,-1,-1,2,3,1,2,2,90,1,3.375,2,4.33333333333333
"2787",312787,0.82375114042608,1,3,-1,2,1,1,2,1,1,8,2,3,-1,-1,2,4,1,2,2,45,1,3.5,3,4.33333333333333
"2788",312788,1.17626375899983,1,4,2,1,1,1,1,-1,0,8,1,2,2,1,1,2,1,2,1,10,-1,3,3.4,3.16666666666667
"2789",312789,0.877872486210393,2,7,-1,1,2,1,2,-1,0,8,3,2,1,3,8,3,2,2,2,35,-1,3,3,2.66666666666667
"2790",312790,1.27498166331381,1,4,5,1,1,1,1,-1,0,8,1,2,1,7,3,3,2,1,1,40,-1,3.25,1.8,4.33333333333333
"2791",312791,0.426221868460815,1,7,5,1,4,3,2,-1,0,8,1,3,-1,-1,8,3,8,2,1,5,-1,-1,-1,-1
"2792",312792,0.637254918447006,1,3,-1,5,2,4,2,5,1,1,2,1,-1,-1,1,1,2,2,2,95,2,3,9,2.4
"2793",312793,0.656404309522712,2,4,5,1,1,4,2,-1,0,8,6,3,1,3,1,2,1,2,2,40,-1,2.25,3,2.33333333333333
"2794",312794,1.64854952041949,1,4,5,1,2,1,1,-1,0,8,1,3,2,3,2,3,2,2,2,10,-1,2.5,3,3.66666666666667
"2795",312795,1.37853699364621,1,2,3,4,2,1,1,1,0,8,3,4,-1,-1,2,2,2,1,2,75,2,3.125,2,4
"2796",312796,2.53530024211908,1,4,1,5,3,1,1,8,2,8,5,5,-1,-1,3,2,2,2,2,50,1,3,2.8,3.16666666666667
"2797",312797,0.935482405539241,1,7,1,3,2,1,2,-1,2,8,8,4,2,1,3,4,1,2,2,998,-1,3,3.2,3.33333333333333
"2798",312798,0.997569854994125,1,5,5,3,3,1,2,2,0,8,4,4,-1,-1,1,3,2,2,2,90,1,2.375,2.6,4.66666666666667
"2799",312799,0.442144928525283,1,7,5,3,2,4,2,1,0,8,1,2,-1,-1,3,2,1,1,1,10,3,3.25,3.2,3.5
"2800",312800,0.553085881294989,1,6,2,3,3,4,2,1,0,8,2,4,-1,-1,1,3,1,2,1,10,2,1.625,2.4,3.5
"2801",312801,1.38163520097808,2,1,3,5,3,4,2,-1,0,1,8,4,2,4,1,3,2,2,8,90,-1,2.28571428571429,1.75,3.6
"2802",312802,1.99766893198863,1,2,1,5,3,1,1,-1,0,1,8,2,2,7,2,3,2,2,2,40,-1,3.875,2.6,3.5
"2803",312803,1.10172841113962,1,3,3,1,1,1,2,-1,2,2,2,1,2,3,1,1,2,2,1,0,-1,1.625,1,2
"2804",312804,0.971263770621656,2,3,3,5,2,1,1,-1,0,3,2,4,2,1,2,2,2,2,1,40,-1,3.125,2.4,3.33333333333333
"2805",312805,1.19122833280307,2,7,1,5,4,3,1,-1,0,8,2,4,1,3,3,1,2,2,1,75,-1,2.75,2.4,3.83333333333333
"2806",312806,0.535540230321572,1,5,-1,1,1,2,2,-1,0,8,2,3,2,3,3,3,2,2,1,2,-1,2.125,1.4,3.83333333333333
"2807",312807,1.18848550953117,1,2,2,5,4,4,2,-1,1,2,2,4,1,7,2,2,2,2,1,40,-1,3.125,2.4,4.5
"2808",312808,0.461735706603475,2,7,1,5,4,2,2,1,0,8,2,4,-1,-1,1,3,1,2,2,90,8,2,1.8,3.83333333333333
"2809",312809,0.773539946390316,1,3,2,5,3,2,2,5,0,8,5,5,-1,-1,1,2,2,1,1,10,4,2.875,2.4,4
"2810",312810,0.570267928020611,1,7,-1,3,3,3,2,-1,1,8,1,3,-1,-1,3,3,2,8,2,998,-1,-1,-1,-1
"2811",312811,0.521885385842656,2,6,2,1,1,2,2,-1,0,2,1,2,1,3,1,2,2,2,2,1,-1,1.125,3,3.66666666666667
"2812",312812,0.629874734930964,1,7,-1,5,4,1,2,1,0,8,1,3,-1,-1,2,3,1,2,1,2,2,2.875,2.2,4.33333333333333
"2813",312813,1.21288871313174,1,3,1,5,8,1,1,-1,0,3,5,3,1,3,1,4,2,1,1,2,-1,1.5,1.2,2.66666666666667
"2814",312814,0.426333273637876,2,7,5,3,3,2,2,-1,0,2,4,1,2,3,2,3,1,2,1,80,-1,3.75,2.6,4
"2815",312815,1.92612931723918,2,7,2,5,4,1,1,1,0,8,2,5,-1,-1,3,2,2,2,1,45,4,3,2,3.83333333333333
"2816",312816,1.62895790796134,1,4,4,1,3,1,2,1,2,8,2,1,-1,-1,1,3,2,2,1,3,1,1.5,1.4,1.83333333333333
"2817",312817,1.21078570477963,1,4,4,1,2,1,2,1,0,8,5,4,-1,-1,1,4,8,2,1,35,1,2.5,2.4,4.33333333333333
"2818",312818,0.965939128508494,1,3,4,5,1,1,1,-1,0,8,1,3,1,7,3,2,2,2,1,30,-1,3.25,2.4,4.66666666666667
"2819",312819,1.34621212483404,2,5,-1,1,1,1,2,-1,0,8,1,2,-1,-1,3,3,2,2,1,10,-1,-1,-1,-1
"2820",312820,0.953768553281793,2,3,2,4,2,1,1,1,0,2,8,2,-1,-1,2,2,2,1,2,70,2,4.125,4,5
"2821",312821,1.2981229135689,2,3,1,1,1,1,2,-1,0,2,5,5,2,1,7,3,1,2,1,50,-1,3.375,2.4,3.5
"2822",312822,1.11578987678907,1,4,2,5,2,1,1,-1,0,8,6,3,2,3,2,3,2,2,2,20,-1,2.875,2.6,3.5
"2823",312823,1.18926995031189,1,3,4,3,3,1,1,-1,0,8,1,5,2,3,2,2,1,2,2,90,-1,3.5,2,3.16666666666667
"2824",312824,0.92997574498145,1,4,-1,1,1,1,1,-1,2,5,5,2,-1,-1,3,2,1,2,1,10,-1,-1,-1,-1
"2825",312825,0.475845906223581,2,4,1,1,2,2,2,-1,0,4,1,3,2,1,1,2,2,2,2,50,-1,1.625,2.2,4.5
"2826",312826,1.16615268075511,1,2,3,4,2,1,1,-1,0,1,5,4,2,7,2,2,2,2,2,60,-1,3.125,3.4,3.33333333333333
"2827",312827,0.839393663403902,1,7,-1,5,8,1,2,1,1,8,1,2,-1,-1,1,3,8,2,2,10,2,2.25,2.2,3.33333333333333
"2828",312828,0.825715579897761,2,4,4,1,2,1,2,1,0,2,2,3,-1,-1,2,3,2,2,2,20,1,4.125,3.4,4.33333333333333
"2829",312829,0.645748968315887,2,6,5,1,2,4,2,1,0,8,3,2,-1,-1,7,3,2,2,1,1,2,1.875,2.6,3.16666666666667
"2830",312830,1.34828558995473,2,2,5,1,1,1,2,-1,2,2,2,1,1,4,1,3,2,2,2,15,-1,2,2.4,2.33333333333333
"2831",312831,2.52342237974595,1,1,2,1,1,4,2,1,0,1,3,2,-1,-1,2,2,2,2,1,60,3,3.5,3.4,4.33333333333333
"2832",312832,0.656465559192875,2,3,1,5,3,4,2,-1,0,1,5,5,2,4,1,4,2,2,2,30,-1,2.5,3,3.16666666666667
"2833",312833,0.449543777430214,2,7,5,5,3,3,2,1,1,8,6,4,-1,-1,8,3,1,2,2,998,8,3,2.6,3.66666666666667
"2834",312834,1.33146683844729,1,3,-1,1,1,1,1,-1,0,2,2,2,1,3,1,3,2,1,1,10,-1,1.875,2.2,2
"2835",312835,0.910799715552726,2,4,3,2,2,1,2,1,0,1,1,3,-1,-1,2,2,2,1,2,50,3,3,3.2,3.16666666666667
"2836",312836,0.552922837268866,2,7,1,-1,4,3,2,-1,0,8,8,5,-1,-1,3,8,2,2,2,998,-1,-1,-1,-1
"2837",312837,1.05339383035828,2,1,1,-1,4,4,1,4,0,3,5,5,-1,-1,1,3,2,1,1,5,2,1.75,1,4.16666666666667
"2838",312838,0.689403110124428,1,4,-1,5,4,2,2,1,0,2,1,2,-1,-1,1,3,2,1,1,5,2,2.375,2.2,4
"2839",312839,1.04477289292851,2,6,-1,1,2,1,2,1,0,8,1,2,-1,-1,7,2,1,2,2,10,2,2.375,3.4,2.83333333333333
"2840",312840,1.36723738749309,2,2,-1,5,2,1,1,-1,0,5,8,3,2,3,7,2,2,1,1,20,-1,2.625,2.8,4
"2841",312841,0.550452454507631,1,7,4,4,2,3,2,-1,0,8,2,5,1,1,1,4,2,1,1,998,-1,3,3,3
"2842",312842,1.02411512829044,2,2,3,2,1,1,2,-1,0,1,2,2,2,1,1,3,2,2,1,5,-1,1.5,1.2,2.16666666666667
"2843",312843,1.29653326521716,2,2,-1,1,1,1,1,1,2,6,2,2,-1,-1,3,3,1,2,2,5,1,2.375,2.6,3.16666666666667
"2844",312844,0.576263102597537,2,2,2,5,3,2,1,-1,0,2,3,3,1,1,1,2,2,1,1,10,-1,2.125,1.8,2.66666666666667
"2845",312845,0.660465391336383,1,4,2,3,3,3,1,-1,0,7,2,4,1,1,1,3,2,1,2,30,-1,1.875,2.4,3.66666666666667
"2846",312846,1.25832113497046,2,2,3,1,1,1,1,1,0,2,5,4,-1,-1,2,4,2,2,1,40,1,3.375,2.6,3
"2847",312847,1.21349626535948,2,7,5,1,2,1,2,1,1,8,1,3,-1,-1,3,3,2,2,1,40,3,2.875,3,3.83333333333333
"2848",312848,0.412700957418066,2,4,-1,5,3,3,2,1,4,8,2,2,-1,-1,3,3,2,1,1,50,1,2.75,1.8,4.5
"2849",312849,1.17742657564406,2,2,2,2,1,1,1,-1,0,1,5,4,2,3,3,2,1,2,2,50,-1,3.75,2.8,2.83333333333333
"2850",312850,0.658138460123531,1,1,1,-1,4,4,2,5,0,5,5,5,-1,-1,1,3,2,1,1,5,1,2,2,3.33333333333333
"2851",312851,1.44023092478633,2,1,-1,5,3,4,2,1,0,2,6,1,-1,-1,1,3,2,1,1,10,2,2.375,2.2,2.5
"2852",312852,0.598839508517999,1,3,4,5,4,2,2,2,0,2,4,2,-1,-1,3,2,2,2,2,80,1,3.625,1.4,4.66666666666667
"2853",312853,1.16497453624186,2,2,4,2,1,1,2,-1,0,8,2,3,-1,-1,2,2,2,1,1,10,-1,-1,-1,-1
"2854",312854,1.08481732158251,1,7,3,1,1,1,2,1,0,8,8,1,-1,-1,1,3,2,1,1,1,1,2.125,3,2.83333333333333
"2855",312855,0.613357101882681,2,7,-1,-1,4,9,2,-1,0,8,5,3,-1,-1,1,1,1,2,2,50,-1,-1,-1,-1
"2856",312856,0.885987851186152,1,7,3,3,4,1,2,-1,0,8,1,3,2,4,2,1,1,2,2,75,-1,4.66666666666667,5,5
"2857",312857,0.523947416867502,2,7,-1,3,4,2,2,1,1,8,1,1,-1,-1,1,3,2,2,1,50,1,2.75,2.6,3.66666666666667
"2858",312858,0.445471848676974,1,7,-1,4,3,2,2,-1,1,8,1,2,-1,-1,2,2,1,2,2,5,-1,-1,-1,-1
"2859",312859,0.660977020770896,2,1,3,5,2,4,2,-1,2,1,2,3,2,3,1,3,2,2,1,15,-1,1.375,1.2,3.16666666666667
"2860",312860,0.924322913414643,1,7,-1,5,4,1,2,-1,1,8,5,4,-1,-1,1,3,2,1,1,80,-1,-1,-1,-1
"2861",312861,1.07801100606592,2,5,4,1,3,1,2,1,0,8,1,3,-1,-1,2,3,2,2,2,5,2,3,2.8,2.83333333333333
"2862",312862,1.2881848919099,2,1,4,5,2,1,1,1,0,1,2,4,-1,-1,2,2,2,1,1,100,2,3.375,2,4.16666666666667
"2863",312863,1.24958264267424,1,3,2,2,2,1,1,1,0,3,1,2,-1,-1,2,3,1,2,2,35,3,4.125,3.8,5
"2864",312864,2.36943193251704,1,1,-1,5,4,4,2,-1,0,3,5,5,1,1,3,2,8,2,2,998,-1,3,3,2.66666666666667
"2865",312865,1.22864910000562,1,2,4,1,3,1,1,1,0,3,1,3,-1,-1,2,2,2,2,2,50,3,4,3,4.33333333333333
"2866",312866,1.55702582559783,1,2,5,1,3,1,1,1,0,2,5,5,-1,-1,2,2,1,2,2,75,3,3,3,3
"2867",312867,0.706667420534194,2,7,4,4,3,3,2,-1,1,8,3,2,-1,-1,2,3,8,2,2,55,-1,-1,-1,-1
"2868",312868,1.13410655665782,2,3,-1,2,1,1,1,-1,0,2,5,4,2,3,2,3,1,2,2,15,-1,-1,-1,-1
"2869",312869,1.48118019215998,1,2,3,4,1,4,2,-1,0,2,5,1,-1,-1,1,3,2,2,2,10,-1,-1,-1,-1
"2870",312870,0.513637570772893,2,7,-1,1,4,3,2,-1,1,8,1,3,-1,-1,1,3,2,1,8,998,-1,-1,-1,-1
"2871",312871,0.642225721648283,2,5,3,1,2,2,2,1,0,8,6,3,-1,-1,7,2,2,1,1,30,1,2.875,2,3
"2872",312872,0.532021495486381,2,6,2,5,2,3,2,-1,0,1,1,4,8,3,1,3,2,1,2,50,-1,2.75,2,4.16666666666667
"2873",312873,1.1669670356028,2,2,4,2,1,1,2,1,0,4,3,3,-1,-1,1,2,2,2,1,30,2,2.625,3,2.66666666666667
"2874",312874,0.676373803396988,1,2,2,3,3,1,2,5,0,7,2,3,-1,-1,1,2,2,1,2,15,1,2.25,2.6,3.16666666666667
"2875",312875,1.03251838525773,2,7,3,2,4,3,2,1,0,1,8,2,-1,-1,3,2,8,2,2,5,3,3.125,3.6,3.66666666666667
"2876",312876,1.03262123031439,2,5,4,2,2,1,2,1,0,8,5,3,-1,-1,2,2,2,2,1,70,2,2.875,2.4,3.66666666666667
"2877",312877,0.934409578319589,1,4,2,3,3,1,1,-1,0,4,8,2,-1,-1,2,3,2,2,2,25,-1,-1,-1,-1
"2878",312878,1.52579244939421,1,7,-1,4,4,1,1,-1,0,8,3,2,2,98,3,2,2,8,8,90,-1,-1,-1,-1
"2879",312879,0.543564307948361,2,7,3,5,4,3,2,-1,0,8,1,4,1,4,2,3,2,1,1,25,-1,2.75,4.2,4
"2880",312880,0.443086325448669,2,3,4,1,4,2,1,1,0,2,5,4,-1,-1,3,2,1,2,2,40,1,3.625,2.4,3.83333333333333
"2881",312881,0.521591622288387,2,4,3,3,3,4,2,-1,0,1,2,2,1,3,1,3,2,2,1,15,-1,1.625,2.2,2.5
"2882",312882,1.21207225688265,2,4,-1,1,2,1,1,1,0,3,3,2,-1,-1,2,3,2,1,1,40,2,3,2.2,3.83333333333333
"2883",312883,1.00445942308963,1,5,-1,5,3,1,2,-1,0,8,1,2,2,6,2,2,1,2,2,90,-1,-1,-1,-1
"2884",312884,0.949815817251972,2,4,-1,2,3,1,2,-1,0,4,1,2,2,4,3,3,2,2,1,30,-1,2.5,3.6,4.16666666666667
"2885",312885,0.474540225187242,2,3,5,1,1,4,2,1,0,1,5,5,-1,-1,2,1,2,2,2,30,2,3.625,4.2,3
"2886",312886,0.567955644811622,2,7,3,1,2,3,2,-1,1,8,1,2,2,7,1,2,2,2,2,10,-1,2.25,3.8,3.16666666666667
"2887",312887,0.451274868637821,2,7,2,5,3,3,2,1,0,1,1,2,-1,-1,1,2,2,1,1,20,1,3,2.4,3.66666666666667
"2888",312888,0.635067359591586,1,3,5,5,3,4,2,1,0,6,4,4,-1,-1,2,2,2,2,1,75,3,2.75,2.8,3.5
"2889",312889,1.17585794130631,2,7,-1,5,4,1,2,-1,0,4,8,4,1,7,7,3,1,2,2,90,-1,2.625,3,4.5
"2890",312890,0.512580102325224,2,7,1,2,3,3,2,-1,1,8,8,3,2,7,2,2,2,1,1,50,-1,2.75,3,3.66666666666667
"2891",312891,1.00712053893071,1,5,4,5,4,1,2,1,1,3,1,3,-1,-1,7,2,2,1,1,35,1,3.125,2.2,4.33333333333333
"2892",312892,1.42022632514753,1,1,-1,5,2,4,2,1,0,7,6,2,-1,-1,8,2,1,2,1,1,2,3.25,3.6,2.83333333333333
"2893",312893,0.69190903129166,1,7,4,2,4,1,2,-1,0,1,2,1,1,3,1,3,2,2,1,3,-1,-1,-1,-1
"2894",312894,1.22323218164871,1,7,5,1,1,1,1,-1,0,8,3,1,1,3,1,3,2,1,1,5,-1,1.75,2,2.5
"2895",312895,1.0278636575491,1,3,3,1,2,1,1,1,2,8,8,4,-1,-1,3,2,1,2,2,10,2,3.75,2.6,4.33333333333333
"2896",312896,1.43867910165976,2,4,1,1,2,4,1,5,2,1,3,1,-1,-1,1,3,2,1,1,3,1,2.125,1.6,2.33333333333333
"2897",312897,1.17219742368267,1,2,2,5,8,1,2,-1,0,2,5,4,2,7,1,2,1,2,2,50,-1,2.625,3.2,3.5
"2898",312898,0.857034186469851,2,6,-1,1,1,1,2,1,0,8,5,3,-1,-1,3,2,8,2,2,998,2,3.375,2.2,3
"2899",312899,0.947319661420649,2,2,5,1,1,1,2,1,0,3,5,3,-1,-1,2,2,8,2,1,30,2,3.5,2,3.83333333333333
"2900",312900,0.894197470195208,1,7,3,1,1,1,2,-1,1,8,2,5,1,2,3,3,1,2,1,998,-1,2.875,1.5,4
"2901",312901,1.80654956512782,1,2,-1,1,2,1,2,1,0,2,1,1,-1,-1,2,2,2,1,2,50,2,3.75,3,4.16666666666667
"2902",312902,1.414364898589,2,7,5,5,4,1,2,-1,1,8,3,2,2,7,2,3,2,2,2,50,-1,2.75,2.2,3.66666666666667
"2903",312903,1.06722970438705,2,2,5,1,1,4,2,-1,0,4,1,3,2,3,1,2,2,2,1,20,-1,2.75,2.6,3.83333333333333
"2904",312904,1.59500618363151,1,2,4,1,2,1,2,-1,0,1,1,4,1,1,3,2,2,1,1,998,-1,1.875,2.8,2.5
"2905",312905,1.16006912370762,2,4,2,3,4,2,1,-1,0,8,2,4,1,7,2,3,2,2,1,60,-1,3.125,1,3.83333333333333
"2906",312906,0.559603872178576,2,7,3,1,4,2,2,-1,0,8,3,4,-1,-1,1,8,2,8,1,70,-1,-1,-1,-1
"2907",312907,0.700828367719962,1,7,-1,5,4,1,2,1,1,8,1,2,-1,-1,2,3,2,2,1,60,3,4,3,4.83333333333333
"2908",312908,0.533816586727744,2,6,2,1,1,2,2,-1,1,2,1,3,2,3,2,2,1,2,2,60,-1,3.25,3,3.33333333333333
"2909",312909,0.88665313014642,1,7,1,1,3,1,2,-1,0,8,1,2,1,4,2,2,1,1,1,10,-1,2.625,3.2,3.5
"2910",312910,0.952550173112361,2,6,5,2,2,1,2,1,0,4,1,3,-1,-1,3,3,2,1,1,30,3,2.375,2.4,3.5
"2911",312911,1.24710595570881,1,4,4,1,1,1,1,1,2,8,3,1,-1,-1,1,3,2,2,2,15,2,2.375,2.6,3.66666666666667
"2912",312912,1.29591607126535,2,8,-1,5,3,9,2,-1,0,1,5,4,2,4,8,8,2,2,1,80,-1,-1,-1,-1
"2913",312913,1.03043577286037,2,5,-1,1,3,1,2,1,0,1,3,3,-1,-1,2,3,2,1,1,20,2,3.25,4,3
"2914",312914,0.938435245339109,2,7,-1,2,4,1,2,-1,0,8,1,3,1,2,3,3,2,2,2,10,-1,2.75,3.4,3.83333333333333
"2915",312915,0.59127415445523,2,2,2,5,3,4,1,1,0,2,5,5,-1,-1,3,2,2,2,2,20,1,2.5,1.8,4
"2916",312916,0.835633329213853,1,7,5,1,1,1,2,1,0,8,3,2,-1,-1,7,3,2,2,1,5,1,2.375,2.2,3
"2917",312917,1.30992611438647,2,5,-1,3,1,1,2,1,0,2,1,2,-1,-1,3,3,1,2,2,10,1,3,2.6,2.66666666666667
"2918",312918,0.645823135424056,2,1,1,8,4,4,1,-1,0,1,5,5,-1,-1,1,3,2,2,1,35,-1,-1,-1,-1
"2919",312919,0.525689664044295,2,7,-1,2,2,3,2,1,1,8,1,4,-1,-1,3,3,2,2,2,998,3,2.375,3.4,3.16666666666667
"2920",312920,1.25470227453924,1,2,3,4,2,1,1,-1,0,8,5,4,1,3,1,3,2,2,1,50,-1,3.5,3,4.5
"2921",312921,0.918669649206373,2,6,1,1,1,1,2,-1,0,3,2,2,2,7,2,3,2,1,1,50,-1,2.5,4,2.83333333333333
"2922",312922,1.0855790177834,1,3,3,3,1,1,1,8,0,8,8,4,-1,-1,2,2,8,2,1,998,8,3,3,3.33333333333333
"2923",312923,1.08537617074256,2,7,2,3,4,1,2,-1,0,8,1,3,-1,-1,3,1,1,1,1,10,-1,-1,-1,-1
"2924",312924,0.708938108356685,1,2,3,1,1,4,2,-1,0,1,6,1,-1,-1,1,3,2,1,1,10,-1,-1,-1,-1
"2925",312925,0.756231197521573,1,7,3,5,4,1,2,-1,0,8,3,3,1,1,2,3,2,2,2,25,-1,2.625,2,4.16666666666667
"2926",312926,1.1967458712034,2,1,2,2,3,4,2,-1,0,3,5,5,-1,-1,2,2,2,2,1,70,-1,-1,-1,-1
"2927",312927,0.319715799729947,2,7,-1,5,4,3,2,1,0,8,2,3,-1,-1,2,3,2,2,1,30,3,3.25,1.6,5
"2928",312928,0.462184633928624,1,5,5,4,3,2,2,1,0,8,2,4,-1,-1,2,2,2,2,1,25,1,2.625,1.8,4.33333333333333
"2929",312929,0.385048740032346,2,3,-1,1,2,4,1,-1,0,2,2,3,2,3,1,4,2,2,1,2,-1,-1,-1,-1
"2930",312930,1.16774764441627,2,7,1,2,4,1,2,1,1,3,3,3,-1,-1,2,4,1,1,1,50,8,3,4,3.33333333333333
"2931",312931,0.527928150980657,1,6,-1,1,1,4,2,1,0,8,5,3,-1,-1,3,4,1,8,1,998,1,2,1.6,2.66666666666667
"2932",312932,0.605725615481795,2,7,-1,4,4,3,2,-1,0,8,5,5,-1,-1,8,4,2,2,2,998,-1,-1,-1,-1
"2933",312933,2.12376203953932,2,1,3,5,1,4,2,1,0,3,2,4,-1,-1,3,3,2,2,1,60,1,2.25,1.8,3.5
"2934",312934,0.54039718701181,1,7,1,4,8,4,2,1,0,8,2,1,-1,-1,3,3,2,2,8,80,1,3.375,2.25,3.83333333333333
"2935",312935,0.450359337493408,2,4,4,5,2,2,2,-1,0,5,5,3,1,3,1,3,2,1,1,40,-1,2.625,2,4.16666666666667
"2936",312936,0.897913613149974,1,7,3,1,3,1,2,1,0,8,1,2,-1,-1,2,3,1,2,2,15,1,2.5,2.8,3.83333333333333
"2937",312937,0.484605597951551,1,6,1,1,1,2,2,-1,0,8,1,2,2,3,1,3,2,2,1,20,-1,2.375,4,4
"2938",312938,1.44325620112851,1,2,4,1,1,1,2,1,0,3,3,3,-1,-1,1,3,1,2,1,2,1,1.75,2,2
"2939",312939,1.21092847646285,2,5,5,1,2,1,2,1,0,2,1,4,-1,-1,1,3,2,1,2,35,1,2.875,1.6,4.66666666666667
